Month,Wood CO2 Emissions,Biomass Waste CO2 Emissions,"Fuel Ethanol, Excluding Denaturant, CO2 Emissions",Biodiesel CO2 Emissions,Biomass CO2 Emissions,Biomass Residential Sector CO2 Emissions,Biomass Commercial Sector CO2 Emissions,Biomass Industrial Sector CO2 Emissions,Biomass Transportation Sector CO2 Emissions,Biomass Electric Power Sector CO2 Emissions,Biomass CO2 Emissions.1
1994-06-01,14.683,2.568,0.51,Not Available,17.761,4.009,0.728,10.26,0.502,2.262,17.761
1994-07-01,20.292,2.485,0.543,Not Available,23.32,4.143,0.74,15.142,0.535,2.761,23.32
1994-08-01,18.138,2.458,0.604,Not Available,21.2,4.143,0.735,13.222,0.595,2.505,21.2
1994-09-01,16.971,2.301,0.481,Not Available,19.753,4.009,0.704,12.267,0.473,2.3,19.753
1994-10-01,19.65,2.628,0.726,Not Available,23.004,4.143,0.753,14.589,0.715,2.804,23.004
1994-11-01,18.64,2.569,0.663,Not Available,21.872,4.009,0.731,13.786,0.653,2.693,21.872
1994-12-01,18.241,2.825,0.734,Not Available,21.8,4.143,0.771,13.357,0.723,2.806,21.8
1995-01-01,17.04,2.437,0.642,Not Available,20.119,4.143,0.757,12.42,0.632,2.167,20.119
1995-02-01,14.242,2.139,0.585,Not Available,16.967,3.742,0.676,10.169,0.576,1.804,16.967
1995-03-01,17.068,2.232,0.719,Not Available,20.019,4.143,0.735,12.426,0.708,2.007,20.019
1995-04-01,18.961,2.69,0.664,Not Available,22.314,4.009,0.77,14.298,0.654,2.583,22.314
1995-05-01,16.389,1.999,0.556,Not Available,18.944,4.143,0.709,11.783,0.548,1.761,18.944
1995-06-01,15.474,2.563,0.706,Not Available,18.743,4.009,0.754,11.118,0.696,2.167,18.743
1995-07-01,21.953,2.523,0.526,Not Available,25.002,4.143,0.77,16.89,0.519,2.681,25.002
1995-08-01,22.534,2.628,0.435,Not Available,25.597,4.143,0.782,17.428,0.429,2.816,25.597
1995-09-01,19.531,2.559,0.588,Not Available,22.677,4.009,0.757,14.801,0.579,2.531,22.677
1995-10-01,21.334,2.746,0.781,Not Available,24.86,4.143,0.794,16.354,0.769,2.801,24.86
1995-11-01,19.098,2.759,0.913,Not Available,22.77,4.009,0.778,14.433,0.899,2.651,22.77
1995-12-01,18.671,2.612,0.7,Not Available,21.983,4.143,0.777,13.92,0.69,2.453,21.983
1996-01-01,20.199,2.277,0.695,Not Available,23.171,4.29,0.794,15.142,0.685,2.259,23.171
1996-02-01,15.898,2.419,0.609,Not Available,18.926,4.013,0.778,11.497,0.6,2.037,18.926
1996-03-01,18.437,2.675,0.597,Not Available,21.71,4.29,0.846,13.596,0.588,2.389,21.71
1996-04-01,14.039,2.435,0.473,Not Available,16.947,4.152,0.793,9.719,0.466,1.817,16.947
1996-05-01,16.583,2.513,0.41,Not Available,19.506,4.29,0.821,11.909,0.404,2.081,19.506
1996-06-01,18.505,2.777,0.299,Not Available,21.58,4.152,0.844,13.768,0.294,2.522,21.58
1996-07-01,20.733,2.938,0.287,Not Available,23.957,4.29,0.883,15.683,0.282,2.818,23.957
1996-08-01,22.658,2.433,0.358,Not Available,25.449,4.29,0.818,17.366,0.353,2.623,25.449
1996-09-01,18.868,2.68,0.332,Not Available,21.88,4.152,0.832,14.085,0.327,2.484,21.88
1996-10-01,22.607,3.013,0.479,Not Available,26.1,4.29,0.896,17.379,0.472,3.062,26.1
1996-11-01,21.602,2.827,0.545,Not Available,24.974,4.152,0.855,16.563,0.537,2.868,24.974
1996-12-01,18.465,2.937,0.521,Not Available,21.922,4.29,0.881,13.646,0.513,2.592,21.922
1997-01-01,20.592,2.261,0.523,Not Available,23.376,3.426,0.815,16.15,0.514,2.472,23.376
1997-02-01,15.931,2.33,0.552,Not Available,18.813,3.094,0.773,12.215,0.543,2.189,18.813
1997-03-01,17.935,2.393,0.605,Not Available,20.933,3.426,0.83,13.772,0.595,2.311,20.933
1997-04-01,17.809,2.609,0.546,Not Available,20.964,3.315,0.845,13.764,0.537,2.503,20.964
1997-05-01,18.842,2.701,0.565,Not Available,22.108,3.426,0.875,14.619,0.556,2.633,22.108
1997-06-01,16.203,2.479,0.474,Not Available,19.156,3.315,0.824,12.304,0.466,2.247,19.156
1997-07-01,18.371,2.576,0.646,Not Available,21.593,3.426,0.856,14.183,0.635,2.493,21.593
1997-08-01,19.163,2.596,0.491,Not Available,22.25,3.426,0.86,14.897,0.482,2.585,22.25
1997-09-01,18.123,2.293,0.551,Not Available,20.967,3.315,0.801,14.016,0.541,2.294,20.967
1997-10-01,22.477,2.625,0.766,Not Available,25.868,3.426,0.869,17.888,0.754,2.932,25.868
1997-11-01,19.113,2.498,0.6,Not Available,22.211,3.315,0.831,14.928,0.59,2.547,22.211
1997-12-01,17.839,2.601,0.78,Not Available,21.22,3.426,0.86,13.709,0.767,2.459,21.22
1998-01-01,20.457,2.212,0.734,Not Available,23.403,3.027,0.726,16.33,0.723,2.597,23.403
1998-02-01,14.853,2.167,0.593,Not Available,17.612,2.734,0.674,11.513,0.584,2.107,17.612
1998-03-01,16.837,2.512,0.679,Not Available,20.028,3.027,0.762,13.111,0.669,2.459,20.028
1998-04-01,16.702,2.453,0.589,Not Available,19.745,2.93,0.741,13.056,0.58,2.438,19.745
1998-05-01,17.505,2.659,0.526,Not Available,20.69,3.027,0.782,13.724,0.518,2.639,20.69
1998-06-01,12.072,2.251,0.567,Not Available,14.89,2.93,0.708,8.879,0.559,1.814,14.89
1998-07-01,17.311,2.511,0.595,Not Available,20.417,3.027,0.762,13.535,0.586,2.506,20.417
1998-08-01,17.987,2.515,0.635,Not Available,21.136,3.027,0.764,14.143,0.625,2.577,21.136
1998-09-01,17.492,2.423,0.653,Not Available,20.568,2.93,0.738,13.762,0.643,2.495,20.568
1998-10-01,18.948,2.626,0.749,Not Available,22.324,3.027,0.78,15.019,0.738,2.76,22.324
1998-11-01,16.069,2.252,0.667,Not Available,18.988,2.93,0.713,12.468,0.657,2.22,18.988
1998-12-01,18.642,2.93,0.854,Not Available,22.427,3.027,0.821,14.777,0.841,2.961,22.427
1999-01-01,19.791,2.291,0.713,Not Available,22.796,3.107,0.755,15.614,0.705,2.614,22.796
1999-02-01,15.229,2.328,0.598,Not Available,18.155,2.806,0.715,11.747,0.592,2.294,18.155
1999-03-01,14.062,2.425,0.638,Not Available,17.126,3.107,0.769,10.483,0.631,2.135,17.126
1999-04-01,17.215,2.57,0.589,Not Available,20.375,3.007,0.777,13.399,0.583,2.61,20.375
1999-05-01,20.839,2.705,0.593,Not Available,24.138,3.107,0.811,16.585,0.587,3.047,24.138
1999-06-01,16.312,2.604,0.652,Not Available,19.568,3.007,0.781,12.591,0.645,2.545,19.568
1999-07-01,19.131,2.507,0.558,Not Available,22.195,3.107,0.783,15.037,0.551,2.717,22.195
1999-08-01,18.55,2.393,0.639,Not Available,21.582,3.107,0.768,14.508,0.632,2.568,21.582
1999-09-01,17.062,2.414,0.64,Not Available,20.117,3.007,0.756,13.249,0.633,2.472,20.117
1999-10-01,15.422,2.424,0.795,Not Available,18.64,3.107,0.77,11.705,0.786,2.273,18.64
1999-11-01,18.03,2.384,0.817,Not Available,21.231,3.007,0.753,14.117,0.808,2.547,21.231
1999-12-01,16.045,2.349,0.921,Not Available,19.315,3.107,0.761,12.259,0.91,2.278,19.315
2000-01-01,15.074,2.211,0.786,Not Available,18.071,3.337,0.77,11.035,0.777,2.152,18.071
2000-02-01,17.377,2.244,0.652,Not Available,20.273,3.122,0.744,13.291,0.644,2.472,20.273
2000-03-01,18.358,2.525,0.799,Not Available,21.682,3.337,0.81,14.024,0.79,2.722,21.682
2000-04-01,17.547,2.502,0.692,Not Available,20.741,3.229,0.791,13.378,0.684,2.659,20.741
2000-05-01,17.26,2.667,0.793,Not Available,20.72,3.337,0.826,13.046,0.783,2.728,20.72
2000-06-01,15.733,2.226,0.601,Not Available,18.56,3.229,0.756,11.717,0.594,2.263,18.56
2000-07-01,17.944,2.322,0.737,Not Available,21.003,3.337,0.786,13.632,0.729,2.52,21.003
2000-08-01,18.257,2.244,0.814,Not Available,21.314,3.337,0.777,13.908,0.804,2.488,21.314
2000-09-01,16.956,2.148,0.749,Not Available,19.853,3.229,0.749,12.815,0.74,2.32,19.853
2000-10-01,19.336,2.295,0.897,Not Available,22.529,3.337,0.784,14.887,0.887,2.635,22.529
2000-11-01,18.835,2.137,0.89,Not Available,21.862,3.229,0.749,14.51,0.879,2.495,21.862
2000-12-01,19.471,1.351,0.934,Not Available,21.757,3.337,0.673,14.926,0.923,1.897,21.757
2001-01-01,16.507,2.795,0.992,0.007,20.301,2.948,0.717,13.003,0.979,2.655,20.301
2001-02-01,14.63,2.468,0.801,0.005,17.903,2.662,0.652,11.485,0.789,2.314,17.903
2001-03-01,15.771,2.75,0.855,0.008,19.383,2.948,0.711,12.309,0.845,2.572,19.383
2001-04-01,15.381,2.732,0.71,0.006,18.828,2.853,0.691,12.146,0.701,2.437,18.828
2001-05-01,15.145,2.705,0.748,0.007,18.605,2.948,0.717,11.658,0.74,2.543,18.605
2001-06-01,15.362,2.733,0.556,0.007,18.658,2.853,0.711,11.814,0.552,2.728,18.658
2001-07-01,15.892,2.848,0.983,0.011,19.733,2.948,0.741,12.29,0.974,2.78,19.733
2001-08-01,16.261,2.835,0.674,0.007,19.777,2.948,0.739,12.641,0.667,2.782,19.777
2001-09-01,15.352,2.681,0.777,0.01,18.819,2.853,0.706,11.939,0.771,2.55,18.819
2001-10-01,16.338,2.765,1.046,0.011,20.16,2.948,0.712,12.943,1.036,2.521,20.16
2001-11-01,15.571,2.794,0.843,0.013,19.221,2.853,0.683,12.383,0.839,2.464,19.221
2001-12-01,15.938,2.898,0.853,0.007,19.696,2.948,0.732,12.549,0.842,2.624,19.696
2002-01-01,15.887,3.056,0.885,0.012,19.84,3.027,0.719,12.306,0.879,2.909,19.84
2002-02-01,13.925,2.696,0.835,0.017,17.474,2.734,0.649,10.799,0.835,2.457,17.474
2002-03-01,14.975,3.077,0.725,0.024,18.8,3.027,0.723,11.358,0.733,2.959,18.8
2002-04-01,14.852,2.866,0.864,0.01,18.592,2.93,0.711,11.415,0.856,2.681,18.592
2002-05-01,15.76,2.984,0.92,0.012,19.676,3.027,0.755,12.207,0.913,2.774,19.676
2002-06-01,14.945,3.026,0.836,0.013,18.82,2.93,0.739,11.447,0.831,2.873,18.82
2002-07-01,16.549,3.198,0.973,0.015,20.737,3.027,0.779,12.861,0.968,3.101,20.737
2002-08-01,15.342,3.213,0.967,0.009,19.531,3.027,0.783,11.627,0.956,3.138,19.531
2002-09-01,16.06,3.029,0.969,0.009,20.067,2.93,0.746,12.37,0.958,3.063,20.067
2002-10-01,16.914,3.048,1.165,0.01,21.136,3.027,0.758,13.292,1.15,2.909,21.136
2002-11-01,15.617,3.069,1.327,0.011,20.023,2.93,0.734,12.126,1.31,2.924,20.023
2002-12-01,16.334,3.199,1.251,0.01,20.794,3.027,0.723,12.667,1.235,3.142,20.794
2003-01-01,15.905,3.123,1.144,0.013,20.185,3.187,0.797,11.85,1.131,3.22,20.185
2003-02-01,14.419,2.767,1.361,0.008,18.554,2.878,0.711,10.852,1.337,2.775,18.554
2003-03-01,15.602,3.111,1.147,0.01,19.871,3.187,0.791,11.711,1.131,3.051,19.871
2003-04-01,15.272,3.023,1.296,0.008,19.599,3.084,0.772,11.615,1.274,2.854,19.599
2003-05-01,15.373,3.015,1.296,0.008,19.692,3.187,0.801,11.593,1.275,2.837,19.692
2003-06-01,15.255,2.985,1.235,0.008,19.484,3.084,0.778,11.424,1.215,2.983,19.484
2003-07-01,16.35,3.173,1.262,0.009,20.794,3.187,0.808,12.291,1.243,3.265,20.794
2003-08-01,16.112,3.134,1.384,0.012,20.643,3.187,0.805,12.0,1.365,3.286,20.643
2003-09-01,15.399,2.959,1.231,0.014,19.603,3.084,0.764,11.522,1.217,3.017,19.603
2003-10-01,15.859,2.977,1.399,0.009,20.245,3.187,0.789,11.931,1.376,2.962,20.245
2003-11-01,15.6,2.948,1.575,0.019,20.141,3.084,0.762,11.709,1.558,3.029,20.141
2003-12-01,16.645,3.186,1.643,0.009,21.482,3.187,0.811,12.606,1.615,3.264,21.482
2004-01-01,17.258,2.931,1.616,0.024,21.83,3.257,0.819,13.133,1.602,3.018,21.83
2004-02-01,15.821,2.824,1.584,0.025,20.253,3.047,0.768,11.996,1.571,2.87,20.253
2004-03-01,16.484,2.988,1.586,0.021,21.08,3.257,0.811,12.417,1.569,3.025,21.08
2004-04-01,16.505,2.92,1.626,0.024,21.074,3.152,0.806,12.735,1.611,2.77,21.074
2004-05-01,15.925,3.04,1.671,0.019,20.654,3.257,0.829,12.035,1.649,2.884,20.654
2004-06-01,16.11,2.947,1.765,0.018,20.84,3.152,0.808,12.288,1.74,2.851,20.84
2004-07-01,17.221,2.993,1.615,0.019,21.849,3.257,0.83,12.946,1.596,3.219,21.849
2004-08-01,16.84,3.004,1.657,0.018,21.517,3.257,0.829,12.689,1.634,3.107,21.517
2004-09-01,16.041,2.854,1.664,0.021,20.58,3.152,0.798,12.075,1.645,2.91,20.58
2004-10-01,16.854,2.889,1.748,0.023,21.514,3.257,0.812,12.809,1.729,2.907,21.514
2004-11-01,16.289,2.904,1.711,0.021,20.925,3.152,0.808,12.318,1.691,2.955,20.925
2004-12-01,17.626,2.992,1.833,0.021,22.472,3.257,0.835,13.379,1.81,3.191,22.472
2005-01-01,17.405,3.089,1.831,0.075,22.4,3.426,0.823,13.125,1.864,3.161,22.4
2005-02-01,16.486,2.733,1.6,0.076,20.895,3.094,0.754,12.524,1.639,2.884,20.895
2005-03-01,16.939,3.079,1.755,0.068,21.84,3.426,0.823,12.632,1.782,3.177,21.84
2005-04-01,16.094,2.921,1.652,0.07,20.738,3.315,0.783,12.185,1.684,2.771,20.738
2005-05-01,16.567,3.146,1.808,0.072,21.593,3.426,0.831,12.436,1.839,3.062,21.593
2005-06-01,16.248,3.099,1.949,0.075,21.37,3.315,0.82,12.14,1.978,3.116,21.37
2005-07-01,17.137,3.202,1.954,0.067,22.36,3.426,0.841,12.733,1.975,3.384,22.36
2005-08-01,17.146,3.149,2.084,0.08,22.459,3.426,0.83,12.735,2.116,3.352,22.459
2005-09-01,16.368,3.041,1.895,0.07,21.374,3.315,0.801,12.24,1.921,3.097,21.374
2005-10-01,16.75,2.928,2.077,0.06,21.815,3.426,0.799,12.537,2.089,2.963,21.815
2005-11-01,16.247,3.042,2.096,0.075,21.46,3.315,0.8,12.116,2.123,3.106,21.46
2005-12-01,17.035,3.143,2.238,0.068,22.484,3.426,0.827,12.683,2.254,3.295,22.484
2006-01-01,17.604,3.155,2.025,0.121,22.905,3.027,0.812,13.591,2.098,3.377,22.905
2006-02-01,15.469,2.828,1.876,0.085,20.258,2.734,0.739,11.781,1.916,3.087,20.258
2006-03-01,16.462,2.97,2.105,0.157,21.693,3.027,0.768,12.444,2.211,3.243,21.693
2006-04-01,15.621,2.799,2.185,0.153,20.757,2.93,0.774,12.055,2.285,2.714,20.757
2006-05-01,16.052,3.059,2.609,0.219,21.939,3.027,0.833,12.316,2.765,2.997,21.939
2006-06-01,15.978,2.929,2.889,0.28,22.077,2.93,0.786,12.15,3.1,3.112,22.077
2006-07-01,16.906,3.095,2.705,0.201,22.906,3.027,0.802,12.917,2.841,3.319,22.906
2006-08-01,16.827,3.065,2.827,0.263,22.982,3.027,0.803,12.759,3.022,3.371,22.982
2006-09-01,16.238,2.931,2.792,0.246,22.208,2.93,0.772,12.376,2.971,3.16,22.208
2006-10-01,16.645,2.986,2.981,0.235,22.847,3.027,0.798,12.757,3.144,3.122,22.847
2006-11-01,16.203,3.044,2.922,0.228,22.397,2.93,0.786,12.42,3.079,3.182,22.397
2006-12-01,16.91,3.108,3.061,0.27,23.349,3.027,0.813,12.958,3.257,3.293,23.349
2007-01-01,17.114,3.334,3.039,0.329,23.817,3.346,0.809,12.742,3.305,3.615,23.817
2007-02-01,15.279,2.963,2.776,0.213,21.231,3.022,0.718,11.591,2.931,2.969,21.231
2007-03-01,16.381,3.342,3.047,0.233,23.004,3.346,0.804,12.441,3.217,3.195,23.004
2007-04-01,16.271,2.933,2.891,0.128,22.225,3.238,0.778,12.194,2.96,3.055,22.225
2007-05-01,16.279,3.068,3.104,0.202,22.654,3.346,0.805,12.157,3.242,3.104,22.654
2007-06-01,15.961,3.03,3.15,0.351,22.492,3.238,0.782,11.813,3.435,3.223,22.492
2007-07-01,16.709,3.12,3.304,0.234,23.366,3.346,0.81,12.413,3.469,3.329,23.366
2007-08-01,16.395,3.118,3.328,0.417,23.258,3.346,0.8,12.093,3.676,3.343,23.258
2007-09-01,15.904,3.006,3.197,0.396,22.503,3.238,0.772,11.725,3.527,3.241,22.503
2007-10-01,16.412,3.169,3.638,0.407,23.626,3.346,0.807,12.273,3.969,3.231,23.626
2007-11-01,16.183,3.159,3.606,0.099,23.047,3.238,0.794,12.099,3.63,3.287,23.047
2007-12-01,17.037,3.238,3.834,0.323,24.433,3.346,0.811,12.805,4.078,3.393,24.433
2008-01-01,18.322,3.275,3.731,0.268,25.597,3.734,0.845,13.678,3.936,3.405,25.597
2008-02-01,15.879,3.202,3.855,0.202,23.138,3.493,0.787,11.69,3.991,3.177,23.138
2008-03-01,16.436,3.455,3.983,0.103,23.977,3.734,0.836,11.907,4.017,3.483,23.977
2008-04-01,16.085,3.279,4.358,0.132,23.854,3.614,0.843,11.831,4.415,3.152,23.854
2008-05-01,16.178,3.251,4.508,0.163,24.1,3.734,0.859,11.808,4.594,3.105,24.1
2008-06-01,15.731,3.205,4.556,0.062,23.555,3.614,0.846,11.258,4.54,3.297,23.555
2008-07-01,16.318,3.386,4.836,0.269,24.809,3.734,0.856,11.602,5.022,3.595,24.809
2008-08-01,16.129,3.304,4.906,0.356,24.694,3.734,0.859,11.389,5.177,3.535,24.694
2008-09-01,15.389,3.12,4.858,0.371,23.738,3.614,0.835,10.86,5.145,3.283,23.738
2008-10-01,15.895,3.298,5.115,0.329,24.638,3.734,0.843,11.515,5.356,3.189,24.638
2008-11-01,15.584,3.31,4.829,0.336,24.059,3.614,0.829,11.193,5.082,3.341,24.059
2008-12-01,15.187,3.394,5.19,0.268,24.039,3.734,0.85,10.62,5.368,3.467,24.039
2009-01-01,15.229,3.398,4.664,0.031,23.322,4.015,0.857,10.382,4.614,3.453,23.322
2009-02-01,14.122,3.102,4.023,0.029,21.276,3.627,0.77,9.73,3.982,3.167,21.276
2009-03-01,14.961,3.66,4.646,0.229,23.496,4.015,0.876,10.318,4.794,3.493,23.496
2009-04-01,14.204,3.32,4.886,0.237,22.648,3.886,0.851,9.807,5.038,3.066,22.648
2009-05-01,14.682,3.356,5.373,0.192,23.604,4.015,0.888,10.07,5.473,3.158,23.604
2009-06-01,14.843,3.372,5.221,0.231,23.667,3.886,0.864,10.117,5.361,3.44,23.667
2009-07-01,15.717,3.501,5.59,0.221,25.029,4.015,0.882,10.795,5.714,3.623,25.029
2009-08-01,16.028,3.469,5.611,0.313,25.421,4.015,0.891,11.06,5.827,3.627,25.421
2009-09-01,15.169,3.272,5.194,0.411,24.046,3.886,0.839,10.525,5.515,3.281,24.046
2009-10-01,15.533,3.447,5.706,0.423,25.108,4.015,0.862,10.976,6.03,3.226,25.108
2009-11-01,15.209,3.51,5.631,0.316,24.666,3.886,0.85,10.694,5.85,3.386,24.666
2009-12-01,15.807,3.562,5.712,0.399,25.48,4.015,0.871,10.944,6.012,3.637,25.48
2010-01-01,17.557,3.533,5.627,0.012,26.73,4.306,0.857,12.478,5.534,3.555,26.73
2010-02-01,16.115,3.205,5.283,0.235,24.837,3.889,0.764,11.442,5.419,3.322,24.837
2010-03-01,17.561,3.621,5.804,0.158,27.144,4.306,0.864,12.545,5.853,3.577,27.144
2010-04-01,16.802,3.554,5.845,0.267,26.467,4.167,0.862,12.096,6.002,3.34,26.467
2010-05-01,17.052,3.53,6.185,0.228,26.995,4.306,0.916,12.168,6.297,3.308,26.995
2010-06-01,17.113,3.513,6.306,0.172,27.105,4.167,0.86,12.155,6.36,3.563,27.105
2010-07-01,17.743,3.591,6.35,0.246,27.93,4.306,0.872,12.591,6.477,3.684,27.93
2010-08-01,17.871,3.593,6.338,0.211,28.012,4.306,0.883,12.646,6.43,3.746,28.012
2010-09-01,17.346,3.398,5.989,0.296,27.028,4.167,0.838,12.373,6.173,3.477,27.028
2010-10-01,17.416,3.556,6.358,0.233,27.564,4.306,0.834,12.585,6.473,3.366,27.564
2010-11-01,17.242,3.646,6.153,0.188,27.229,4.167,0.812,12.436,6.226,3.589,27.229
2010-12-01,18.112,3.699,6.393,0.204,28.408,4.306,0.843,13.037,6.477,3.746,28.408
2011-01-01,18.163,3.495,5.747,0.249,27.654,4.177,0.871,13.269,5.89,3.448,27.654
2011-02-01,16.237,3.245,5.615,0.28,25.378,3.772,0.796,11.81,5.792,3.207,25.378
2011-03-01,17.488,3.493,6.08,0.438,27.498,4.177,0.876,12.71,6.405,3.331,27.498
2011-04-01,16.494,3.236,5.75,0.589,26.069,4.042,0.851,12.037,6.233,2.906,26.069
2011-05-01,16.688,3.374,6.275,0.602,26.939,4.177,0.896,12.007,6.761,3.098,26.939
2011-06-01,17.273,3.452,6.43,0.76,27.914,4.042,0.887,12.494,7.071,3.421,27.914
2011-07-01,17.756,3.568,5.99,0.743,28.057,4.177,0.908,12.731,6.622,3.619,28.057
2011-08-01,17.774,3.578,6.637,0.863,28.851,4.177,0.918,12.751,7.377,3.629,28.851
2011-09-01,17.222,3.422,5.817,0.937,27.399,4.042,0.871,12.475,6.647,3.363,27.399
2011-10-01,17.142,3.614,6.184,0.846,27.786,4.177,0.883,12.541,6.916,3.27,27.786
2011-11-01,17.2,3.66,5.981,0.989,27.83,4.042,0.884,12.765,6.86,3.279,27.83
2011-12-01,18.162,3.747,6.357,1.055,29.322,4.177,0.902,13.343,7.295,3.604,29.322
2012-01-01,17.335,3.483,5.703,0.412,26.933,3.481,0.838,13.054,6.012,3.548,26.933
2012-02-01,16.281,3.295,5.686,0.574,25.835,3.256,0.793,12.322,6.156,3.307,25.835
2012-03-01,16.646,3.617,6.124,0.826,27.213,3.481,0.83,12.621,6.839,3.442,27.213
2012-04-01,15.778,3.377,6.02,0.852,26.027,3.368,0.814,12.03,6.763,3.052,26.027
2012-05-01,16.626,3.465,6.421,0.889,27.4,3.481,0.842,12.592,7.193,3.293,27.4
2012-06-01,16.545,3.356,6.252,0.92,27.074,3.368,0.812,12.344,7.059,3.49,27.074
2012-07-01,17.24,3.565,6.115,0.773,27.693,3.481,0.845,12.87,6.777,3.72,27.693
2012-08-01,17.372,3.562,6.595,0.823,28.352,3.481,0.857,12.989,7.299,3.726,28.352
2012-09-01,16.809,3.38,5.774,0.683,26.646,3.368,0.821,12.631,6.352,3.473,26.646
2012-10-01,16.906,3.697,6.374,0.6,27.578,3.481,0.849,12.933,6.859,3.456,27.578
2012-11-01,16.764,3.689,5.781,0.641,26.875,3.368,0.818,12.918,6.318,3.453,26.875
2012-12-01,17.482,3.835,5.963,0.479,27.759,3.481,0.852,13.409,6.334,3.684,27.759
2013-01-01,18.728,3.758,5.806,0.651,28.942,4.554,0.919,13.523,6.349,3.598,28.942
2013-02-01,16.84,3.355,5.374,0.672,26.242,4.113,0.827,12.158,5.947,3.196,26.242
2013-03-01,18.377,3.824,6.184,0.914,29.299,4.554,0.937,13.19,6.983,3.635,29.299
2013-04-01,17.387,3.698,6.192,0.962,28.239,4.407,0.898,12.717,7.04,3.177,28.239
2013-05-01,18.115,3.761,6.497,1.005,29.378,4.554,0.941,13.057,7.381,3.444,29.378
2013-06-01,18.103,3.668,6.469,1.102,29.342,4.407,0.925,13.009,7.451,3.549,29.342
2013-07-01,19.208,3.806,6.391,1.109,30.514,4.554,0.949,13.865,7.382,3.765,30.514
2013-08-01,18.982,3.827,6.374,1.155,30.338,4.554,0.95,13.515,7.41,3.909,30.338
2013-09-01,17.869,3.62,6.254,1.32,29.063,4.407,0.91,12.669,7.458,3.619,29.063
2013-10-01,18.306,3.807,6.524,1.607,30.244,4.554,0.931,13.147,8.01,3.602,30.244
2013-11-01,18.298,3.834,6.224,1.36,29.715,4.407,0.902,13.202,7.468,3.736,29.715
2013-12-01,19.115,4.069,6.436,1.605,31.225,4.554,0.946,13.796,7.922,4.006,31.225
2014-01-01,19.156,4.075,6.04,0.758,30.029,4.609,1.015,13.524,6.702,4.179,30.029
2014-02-01,17.404,3.703,5.718,0.714,27.539,4.163,0.864,12.288,6.34,3.883,27.539
2014-03-01,19.089,4.039,6.102,1.042,30.272,4.609,0.952,13.404,7.046,4.261,30.272
2014-04-01,18.073,3.982,6.227,0.91,29.191,4.46,0.918,12.98,7.037,3.797,29.191
2014-05-01,18.378,3.912,6.522,1.078,29.89,4.609,0.966,13.04,7.495,3.779,29.89
2014-06-01,18.768,3.847,6.395,1.168,30.179,4.46,0.956,13.118,7.461,4.182,30.179
2014-07-01,19.364,4.081,6.658,1.111,31.215,4.609,0.991,13.565,7.663,4.387,31.215
2014-08-01,19.482,3.896,6.622,1.423,31.423,4.609,0.985,13.608,7.94,4.282,31.423
2014-09-01,18.348,3.686,6.171,1.37,29.575,4.46,0.939,12.747,7.443,3.985,29.575
2014-10-01,18.783,3.852,6.689,1.206,30.529,4.609,0.946,13.277,7.788,3.909,30.529
2014-11-01,18.611,3.768,6.372,1.223,29.974,4.46,0.911,13.086,7.493,4.024,29.974
2014-12-01,19.496,3.951,6.54,1.346,31.333,4.609,0.95,13.797,7.782,4.195,31.333
2015-01-01,18.919,3.913,6.227,0.465,29.524,4.085,1.077,13.773,6.459,4.13,29.524
2015-02-01,17.078,3.486,5.883,0.847,27.294,3.689,0.972,12.303,6.51,3.82,27.294
2015-03-01,18.019,3.885,6.56,0.98,29.442,4.085,1.079,13.02,7.294,3.965,29.442
2015-04-01,17.539,3.778,6.281,1.12,28.718,3.953,1.052,12.897,7.166,3.651,28.718
2015-05-01,18.067,3.84,6.866,1.32,30.094,4.085,1.082,13.186,7.929,3.812,30.094
2015-06-01,17.806,3.808,6.713,1.524,29.851,3.953,1.063,12.819,7.986,4.031,29.851
2015-07-01,18.623,4.137,6.899,1.363,31.022,4.085,1.129,13.385,8.004,4.419,31.022
2015-08-01,18.702,3.997,6.94,1.46,31.099,4.085,1.102,13.371,8.141,4.401,31.099
2015-09-01,17.741,3.797,6.666,1.445,29.649,3.953,1.079,12.789,7.862,3.967,29.649
2015-10-01,17.568,4.04,6.718,1.262,29.588,4.085,1.068,12.902,7.729,3.804,29.588
2015-11-01,17.709,4.095,6.562,1.035,29.401,3.953,1.06,12.993,7.351,4.044,29.401
2015-12-01,18.474,4.24,6.602,1.256,30.572,4.085,1.093,13.465,7.611,4.318,30.572
2016-01-01,17.955,3.824,6.267,0.956,29.002,3.533,1.09,13.345,6.991,4.043,29.002
2016-02-01,16.897,3.67,6.398,1.12,28.085,3.305,1.02,12.53,7.281,3.948,28.085
2016-03-01,17.325,3.949,6.837,1.25,29.362,3.533,1.096,12.932,7.834,3.967,29.362
2016-04-01,16.223,3.871,6.335,1.34,27.77,3.419,1.058,12.261,7.442,3.59,27.77
2016-05-01,16.916,3.895,6.911,1.69,29.412,3.533,1.091,12.799,8.346,3.644,29.412
2016-06-01,17.055,3.634,6.911,1.575,29.175,3.419,1.085,12.641,8.231,3.799,29.175
2016-07-01,17.64,3.759,7.071,1.997,30.467,3.533,1.122,12.989,8.806,4.017,30.467
2016-08-01,17.802,3.806,7.165,2.058,30.831,3.533,1.128,13.023,8.958,4.189,30.831
2016-09-01,16.743,3.565,6.711,1.951,28.97,3.419,1.075,12.247,8.414,3.815,28.97
